ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M02_209,debug5ix7c:debugCcGjB,1712770113419,21,1,test,4,8,290.0,320,"The prison person in charge moved the curtain away to find the character played by Leonardo DiCaprio had left and gone out the door while they were washing their hands. It then goes to a scene of a bunch of prisoners yelling and banging on the fence they are in up above and DiCaprio tries running but keeps coughing and then crawls to try to escape. However, the mob of police officers and the character played by Hanks seem to catch up to him. It is a very cold dark prison, seems quite large, but also seems like no door is available to escape out of. ",6,100969,test_seg8_desc,/static/video/B/filmfest_clip2_B_7.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""320"", ""content"": ""The prison person in charge moved the curtain away to find the character played by Leonardo DiCaprio had left and gone out the door while they were washing their hands. It then goes to a scene of a bunch of prisoners yelling and banging on the fence they are in up above and DiCaprio tries running but keeps coughing and then crawls to try to escape. However, the mob of police officers and the character played by Hanks seem to catch up to him. It is a very cold dark prison, seems quite large, but also seems like no door is available to escape out of. "", ""importance"": ""6"", ""time"": 100969, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_209,debug5ix7c:debugCcGjB,1712770299825,24,1,test,5,10,380.0,410,"A different guy comes up to the podium and it shows on the screen that this was from 6 years earlier. He goes up on the stage after giving a kiss on the cheek to his presumably wife, and shakes a guy's name which is Liam Robert Wagner, and thanks him for the award. It also showed this was in Rochelle, New York 1963 and everyone was clapping for this real guy Abingham. ",6,81328,test_seg10_desc,/static/video/B/filmfest_clip2_B_9.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""410"", ""content"": ""A different guy comes up to the podium and it shows on the screen that this was from 6 years earlier. He goes up on the stage after giving a kiss on the cheek to his presumably wife, and shakes a guy's name which is Liam Robert Wagner, and thanks him for the award. It also showed this was in Rochelle, New York 1963 and everyone was clapping for this real guy Abingham. "", ""importance"": ""6"", ""time"": 81328, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_209,debug5ix7c:debugCcGjB,1712770574493,27,1,test,6,12,470.0,500,"Frank Abangale Jr. (played by Leonardo DiCaprio, stands up and cheers for his had who had finished the speech) and gives him a hug. Everyone else stands and claps as well. It then turns to a scene in the snow, of their house, shows a statue of Mary and Joseph in the yard and their car, and a record player is playing as it shows on the screen and the mother Paula says to her son Frank Jr. that he is a better  dancer than his father, meanwhile he puts his award up on the wall that shows his name Frank Abangale. They are dancing in the family room, looks very 60s like, with the mother wearing a long dress and Frank Jr. a sweater, with red walls and carpet. The dancing by the mother and son are by their Christmas tree and the dad Frank starts to talk about a certain time he was dancing with his wife before the scene ended. ",6,170063,test_seg12_desc,/static/video/B/filmfest_clip2_B_11.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""500"", ""content"": ""Frank Abangale Jr. (played by Leonardo DiCaprio, stands up and cheers for his had who had finished the speech) and gives him a hug. Everyone else stands and claps as well. It then turns to a scene in the snow, of their house, shows a statue of Mary and Joseph in the yard and their car, and a record player is playing as it shows on the screen and the mother Paula says to her son Frank Jr. that he is a better  dancer than his father, meanwhile he puts his award up on the wall that shows his name Frank Abangale. They are dancing in the family room, looks very 60s like, with the mother wearing a long dress and Frank Jr. a sweater, with red walls and carpet. The dancing by the mother and son are by their Christmas tree and the dad Frank starts to talk about a certain time he was dancing with his wife before the scene ended. "", ""importance"": ""6"", ""time"": 170063, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_209,debug5ix7c:debugCcGjB,1712770761000,30,1,test,7,14,560.0,590,"Frank Jr. comes walking back to the room with a glass of milk and leans up against the wall, and looks at the splatter from the wine on the floor as his parents are dancing completely around it. It pans to his father dancing still with his wife and dips her and she squeels. Then, it shows another scene of his father barging into his room yelling Frank cmon wake up, and its dark in the room and outside and he pops his head up from the pillow. ",6,83081,test_seg14_desc,/static/video/B/filmfest_clip2_B_13.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""590"", ""content"": ""Frank Jr. comes walking back to the room with a glass of milk and leans up against the wall, and looks at the splatter from the wine on the floor as his parents are dancing completely around it. It pans to his father dancing still with his wife and dips her and she squeels. Then, it shows another scene of his father barging into his room yelling Frank cmon wake up, and its dark in the room and outside and he pops his head up from the pillow. "", ""importance"": ""6"", ""time"": 83081, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_209,debug5ix7c:debugCcGjB,1712770910093,33,1,test,8,16,650.0,664,"Frank tells Darcy to come back and keep the door open and he asks her if this was hers, and it pans to a gold necklace and he says \I found it in the parking lot it must've slipped off your neck\ and it zooms into his face. Frank Jr. has almost a smirk on his face during this encounter. ",5,61594,test_seg16_desc,/static/video/B/filmfest_clip2_B_15.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""Frank tells Darcy to come back and keep the door open and he asks her if this was hers, and it pans to a gold necklace and he says \""I found it in the parking lot it must've slipped off your neck\"" and it zooms into his face. Frank Jr. has almost a smirk on his face during this encounter. "", ""importance"": ""5"", ""time"": 61594, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712585185527,12,2,test,1,2,30.0,60,"~ it was showing a tv show called 'catch me if you can' showing three males, showing them dressed in pilot/navy smart suits and describing important aspects of their lives and what they have done, including one who stated they cashed fake checks.",7,104191,test_seg2_desc,/static/video/C/filmfest_clip2_C_1.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""60"", ""content"": ""~ it was showing a tv show called 'catch me if you can' showing three males, showing them dressed in pilot/navy smart suits and describing important aspects of their lives and what they have done, including one who stated they cashed fake checks."", ""importance"": ""7"", ""time"": 104191, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712585364307,15,2,test,2,4,120.0,150,"~ after each of the three males were presenting their story/pov of the crime and how they acted, it shows a flashback to france when and where the crime incident occurred - it shows officers and police/detectives in an institution walking around. ",5,75578,test_seg4_desc,/static/video/C/filmfest_clip2_C_3.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""150"", ""content"": ""~ after each of the three males were presenting their story/pov of the crime and how they acted, it shows a flashback to france when and where the crime incident occurred - it shows officers and police/detectives in an institution walking around. "", ""importance"": ""5"", ""time"": 75578, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712585594657,18,2,test,3,6,210.0,240,"~ it shows back to the institution - which is dirty, dull and has rain coming down through the ceiling - and the criminal frank is locked up. the detective/police is looking at him through a letterbox, and is reading off a piece of paper (his crimes etc) but frank is clearly ill he's coughing none stop and collapses at the end, after pleading the male to help him.",6,128122,test_seg6_desc,/static/video/C/filmfest_clip2_C_5.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""240"", ""content"": ""~ it shows back to the institution - which is dirty, dull and has rain coming down through the ceiling - and the criminal frank is locked up. the detective/police is looking at him through a letterbox, and is reading off a piece of paper (his crimes etc) but frank is clearly ill he's coughing none stop and collapses at the end, after pleading the male to help him."", ""importance"": ""6"", ""time"": 128122, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712585803983,21,2,test,4,8,300.0,330,"~ frank escaped from the institutional hospital he was placed in, he was trying to run from his upcoming trial. the police/detective stated he wasn't happy as he has been waiting a long time for this court case to happen, and eventually, they get frank as he's still violently coughing and weak, and had no where else to escape from.",7,105386,test_seg8_desc,/static/video/C/filmfest_clip2_C_7.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""330"", ""content"": ""~ frank escaped from the institutional hospital he was placed in, he was trying to run from his upcoming trial. the police/detective stated he wasn't happy as he has been waiting a long time for this court case to happen, and eventually, they get frank as he's still violently coughing and weak, and had no where else to escape from."", ""importance"": ""7"", ""time"": 105386, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712586000789,24,2,test,5,10,390.0,420,"~ it shows a flash back to 6 years earlier, at a ceremony, where frank is presented with a reward and speaks up in proudness. he is surrounded by his fellow colleagues and it is a posh and extravagant set up. ",5,93427,test_seg10_desc,/static/video/C/filmfest_clip2_C_9.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""420"", ""content"": ""~ it shows a flash back to 6 years earlier, at a ceremony, where frank is presented with a reward and speaks up in proudness. he is surrounded by his fellow colleagues and it is a posh and extravagant set up. "", ""importance"": ""5"", ""time"": 93427, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712586185256,27,2,test,6,12,480.0,510,"~ it shows a flashback to the end of the ceremony, everyone is applauding. then it shows back at franks home, he is happy and proud, and it is christmas time and it shows him and a female dancing around a christmas tree, while the other male is telling a story.",3,79418,test_seg12_desc,/static/video/C/filmfest_clip2_C_11.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""510"", ""content"": ""~ it shows a flashback to the end of the ceremony, everyone is applauding. then it shows back at franks home, he is happy and proud, and it is christmas time and it shows him and a female dancing around a christmas tree, while the other male is telling a story."", ""importance"": ""3"", ""time"": 79418, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712586369267,30,2,test,7,14,570.0,600,"~ frank watches on as his mum and dad are dancing around together, happy and in love. he went to get a sponge to clean up the spilled red wine the mother caused on accident, and came back to see them. his dad then comes into his room to wake him up, with some breakfast, and tells frank he doesn't need to go to school today and asks if he has a black suit.",4,81858,test_seg14_desc,/static/video/C/filmfest_clip2_C_13.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""600"", ""content"": ""~ frank watches on as his mum and dad are dancing around together, happy and in love. he went to get a sponge to clean up the spilled red wine the mother caused on accident, and came back to see them. his dad then comes into his room to wake him up, with some breakfast, and tells frank he doesn't need to go to school today and asks if he has a black suit."", ""importance"": ""4"", ""time"": 81858, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_2249,debugyztT9:debugYy5Dn,1712586524165,33,2,test,8,16,660.0,664,"~ while frank and his dad are desperately trying to get into the suit shop to loan a black suit he needs for a meeting, the shop keeper darcy states they don't loan suits and are closed. franks dad then pulls out a necklace, asks darcy if it's hers and pulls a cheeky smile, as if to say i'm doing you a favour, you do me one.",3,77261,test_seg16_desc,/static/video/C/filmfest_clip2_C_15.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""~ while frank and his dad are desperately trying to get into the suit shop to loan a black suit he needs for a meeting, the shop keeper darcy states they don't loan suits and are closed. franks dad then pulls out a necklace, asks darcy if it's hers and pulls a cheeky smile, as if to say i'm doing you a favour, you do me one."", ""importance"": ""3"", ""time"": 77261, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701965765533,21,1,test,1,2,20.0,50,"The three men dressed in pilot uniforms all introduce themselves, with the same name. The game show host explains that two of them are lying and one is being truthful and describes the work done by the actual pilot.",7,99406,test_seg2_desc,/static/video/B/filmfest_clip2_B_1.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""50"", ""content"": ""The three men dressed in pilot uniforms all introduce themselves, with the same name. The game show host explains that two of them are lying and one is being truthful and describes the work done by the actual pilot."", ""importance"": ""7"", ""time"": 99406, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701965962363,24,1,test,2,4,110.0,140,The FBI agent who was surrounded by policemen in the rain introduced himself as an American FBI agent named Frank. They lead him to the cell.,7,78971,test_seg4_desc,/static/video/B/filmfest_clip2_B_3.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""140"", ""content"": ""The FBI agent who was surrounded by policemen in the rain introduced himself as an American FBI agent named Frank. They lead him to the cell."", ""importance"": ""7"", ""time"": 78971, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701966114170,27,1,test,3,6,200.0,230,"The FBI agent reads the inmate his rights. The inmate is Frank, one of the men from the gameshow.",7,42331,test_seg6_desc,/static/video/B/filmfest_clip2_B_5.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""230"", ""content"": ""The FBI agent reads the inmate his rights. The inmate is Frank, one of the men from the gameshow."", ""importance"": ""7"", ""time"": 42331, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701966416817,30,1,test,4,8,290.0,320,"One of the French attendants at the prison looks for Frank behind the curtains hoping to find him on the bed. However, Frank is attempting to run away and walks across a passage with other inmates cheering on one side behind bars. Frank is coughing continuously and this is affecting his pace as he attempts to get away, the French authorities are calming following behind him as well the FBI agent.",7,170895,test_seg8_desc,/static/video/B/filmfest_clip2_B_7.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""320"", ""content"": ""One of the French attendants at the prison looks for Frank behind the curtains hoping to find him on the bed. However, Frank is attempting to run away and walks across a passage with other inmates cheering on one side behind bars. Frank is coughing continuously and this is affecting his pace as he attempts to get away, the French authorities are calming following behind him as well the FBI agent."", ""importance"": ""7"", ""time"": 170895, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701966722846,33,1,test,5,10,380.0,410,"The room erupts into applause as another man named Frank gets up, kisses a woman on the cheek, and proceeds to the front of the room onto the stage to accept an award he has just been presented with. We are informed that this was six years earlier.",7,169526,test_seg10_desc,/static/video/B/filmfest_clip2_B_9.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""410"", ""content"": ""The room erupts into applause as another man named Frank gets up, kisses a woman on the cheek, and proceeds to the front of the room onto the stage to accept an award he has just been presented with. We are informed that this was six years earlier."", ""importance"": ""7"", ""time"": 169526, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701967241074,36,1,test,6,12,470.0,500,"The whole room erupts with applause again and this time accompanied by a standing ovation. Frank Senior walks off the stage whilst his son Frank Junior walks towards him and greets him with a hug. The camera pans to a snowy scene outside, there is a car parked outside and a bench in the distance. The camera then slowly pans inside of a house that appears to belong to Frank and his family, they are reminiscing about something as Frank hangs up the award he received in the previous scene on the wall. Frank Junior and a woman, presumably his mother are dancing in front of a big decorated Christmas tree whilst engaging in conversation with Frank Senior. ",7,359175,test_seg12_desc,/static/video/B/filmfest_clip2_B_11.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""500"", ""content"": ""The whole room erupts with applause again and this time accompanied by a standing ovation. Frank Senior walks off the stage whilst his son Frank Junior walks towards him and greets him with a hug. The camera pans to a snowy scene outside, there is a car parked outside and a bench in the distance. The camera then slowly pans inside of a house that appears to belong to Frank and his family, they are reminiscing about something as Frank hangs up the award he received in the previous scene on the wall. Frank Junior and a woman, presumably his mother are dancing in front of a big decorated Christmas tree whilst engaging in conversation with Frank Senior. "", ""importance"": ""7"", ""time"": 359175, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701967495120,39,1,test,7,14,560.0,590,"Frank Junior's parents dance and he returns with a glass of milk and a cloth. His parents are dancing on the wine stain. He watches them happily, the camera pans to a scene of Frank Junior being woken up by his dad.",7,136697,test_seg14_desc,/static/video/B/filmfest_clip2_B_13.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""590"", ""content"": ""Frank Junior's parents dance and he returns with a glass of milk and a cloth. His parents are dancing on the wine stain. He watches them happily, the camera pans to a scene of Frank Junior being woken up by his dad."", ""importance"": ""7"", ""time"": 136697, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_1803,debugmk4Qz:debugbPaAN,1701967632212,42,1,test,8,16,650.0,664,Darcey recognises the silver necklace Frank senior is asking her about.,7,42841,test_seg16_desc,/static/video/B/filmfest_clip2_B_15.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""Darcey recognises the silver necklace Frank senior is asking her about."", ""importance"": ""7"", ""time"": 42841, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701964022124,21,1,test,1,2,20.0,50,"A game show host is introducing 3 guests. They are all claiming to be Frank William Abignale - an imposter who claimed to be a pilot, assistant attorney general and paediatrician.",7,68905,test_seg2_desc,/static/video/B/filmfest_clip2_B_1.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""50"", ""content"": ""A game show host is introducing 3 guests. They are all claiming to be Frank William Abignale - an imposter who claimed to be a pilot, assistant attorney general and paediatrician."", ""importance"": ""7"", ""time"": 68905, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701964240239,24,1,test,2,4,110.0,140,"The 3 contestants sit down and a woman asks them a question - why not take up a proper profession and who caught him? The scene then cuts to the man who caught them, Carl Hanratty. He is in a foreign country looking for Abignale.",6,70427,test_seg4_desc,/static/video/B/filmfest_clip2_B_3.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""140"", ""content"": ""The 3 contestants sit down and a woman asks them a question - why not take up a proper profession and who caught him? The scene then cuts to the man who caught them, Carl Hanratty. He is in a foreign country looking for Abignale."", ""importance"": ""6"", ""time"": 70427, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701964406082,27,1,test,3,6,200.0,230,"The scene cuts to Hanratty visiting Abignale in a dirty, foreign prison cell. Abignale looks ill. Hanratty is weary that Abignale is faking it.",7,51733,test_seg6_desc,/static/video/B/filmfest_clip2_B_5.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""230"", ""content"": ""The scene cuts to Hanratty visiting Abignale in a dirty, foreign prison cell. Abignale looks ill. Hanratty is weary that Abignale is faking it."", ""importance"": ""7"", ""time"": 51733, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701964656516,30,1,test,4,8,290.0,320,"Hanratty serves to extradite Abignale. Abignale collapses and Hanratty calls for a doctor. While Hanratty is talking to the guards, Hanratty escapes from the hospital ward but is soon caught.",6,64862,test_seg8_desc,/static/video/B/filmfest_clip2_B_7.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""320"", ""content"": ""Hanratty serves to extradite Abignale. Abignale collapses and Hanratty calls for a doctor. While Hanratty is talking to the guards, Hanratty escapes from the hospital ward but is soon caught."", ""importance"": ""6"", ""time"": 64862, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701964834181,33,1,test,5,10,380.0,410,The scene cuts to 6 years earlier. Abignale is with his mum and dad at an awards ceremony. Abignale's father is getting recognition for his work at a Rotray club.,6,74968,test_seg10_desc,/static/video/B/filmfest_clip2_B_9.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""410"", ""content"": ""The scene cuts to 6 years earlier. Abignale is with his mum and dad at an awards ceremony. Abignale's father is getting recognition for his work at a Rotray club."", ""importance"": ""6"", ""time"": 74968, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701965015357,36,1,test,6,12,470.0,500,"Abignale's day gets a standing ovation for his speech. Scene cuts to the Abignale family home, where Jr is dancing with his mum at Christmas.",5,36456,test_seg12_desc,/static/video/B/filmfest_clip2_B_11.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""500"", ""content"": ""Abignale's day gets a standing ovation for his speech. Scene cuts to the Abignale family home, where Jr is dancing with his mum at Christmas."", ""importance"": ""5"", ""time"": 36456, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701965183054,39,1,test,7,14,560.0,590,Abignale sr then dances with his wife. There is a blood stain on the carpet. Abignale sr then wakes jr up in the morning.,5,37737,test_seg14_desc,/static/video/B/filmfest_clip2_B_13.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""590"", ""content"": ""Abignale sr then dances with his wife. There is a blood stain on the carpet. Abignale sr then wakes jr up in the morning."", ""importance"": ""5"", ""time"": 37737, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_006,debug09prG:debug7vNPf,1701965316037,42,1,test,8,16,650.0,664,Abignale is taken to a Tailors by his dad. The shop is closed. The dad tries to bribe the woman to open the shop early with a necklace.,5,40563,test_seg16_desc,/static/video/B/filmfest_clip2_B_15.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""Abignale is taken to a Tailors by his dad. The shop is closed. The dad tries to bribe the woman to open the shop early with a necklace."", ""importance"": ""5"", ""time"": 40563, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_1446,debugd4kFV:debugzpGXf,1701964013238,12,0,test,1,2,10.0,40,Three airline pilots walked out onto the game show and they all share the same name. The gameshow host has began detailing their backgrounds.,7,23548,test_seg2_desc,/static/video/A/filmfest_clip2_A_1.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""40"", ""content"": ""Three airline pilots walked out onto the game show and they all share the same name. The gameshow host has began detailing their backgrounds."", ""importance"": ""7"", ""time"": 23548, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_1446,debugd4kFV:debugzpGXf,1701964245757,15,0,test,2,4,100.0,130,"Contestant #2 tells us that Conrad caught him and it switches to an old scene in 1960s France where they show his capture, I assume. ",7,40601,test_seg4_desc,/static/video/A/filmfest_clip2_A_3.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""130"", ""content"": ""Contestant #2 tells us that Conrad caught him and it switches to an old scene in 1960s France where they show his capture, I assume. "", ""importance"": ""7"", ""time"": 40601, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_1446,debugd4kFV:debugzpGXf,1701964447224,18,0,test,3,6,190.0,220,"The prisoner (Frank) is coughing profusely and the detective is talking to him through the vent, explaining the laws.",7,28842,test_seg6_desc,/static/video/A/filmfest_clip2_A_5.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""220"", ""content"": ""The prisoner (Frank) is coughing profusely and the detective is talking to him through the vent, explaining the laws."", ""importance"": ""7"", ""time"": 28842, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_1446,debugd4kFV:debugzpGXf,1701964658503,21,0,test,4,8,280.0,310,Frank escapes the guards and doctors and runs out to where the jail cells are overlooking him. He is still coughing and can barely stands ,3,30231,test_seg8_desc,/static/video/A/filmfest_clip2_A_7.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""310"", ""content"": ""Frank escapes the guards and doctors and runs out to where the jail cells are overlooking him. He is still coughing and can barely stands "", ""importance"": ""3"", ""time"": 30231, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_1446,debugd4kFV:debugzpGXf,1701964816049,24,0,test,5,10,370.0,400,"This scene takes place in New York, six years earlier. There is an awards presentation and Frank steps up to recieve it.",4,17927,test_seg10_desc,/static/video/A/filmfest_clip2_A_9.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""400"", ""content"": ""This scene takes place in New York, six years earlier. There is an awards presentation and Frank steps up to recieve it."", ""importance"": ""4"", ""time"": 17927, ""tag"": ""test_seg10_desc""}",2023-2024 Run
